t [s],a_x [m/s^2]
5.836,0.038578
5.838,0.039975
5.84,0.043144
5.842,0.047167
5.844,0.050663
5.846,0.053107
5.848,0.055578
5.85,0.059801
5.852,0.066369
5.854,0.074155
5.856,0.081551
5.858,0.087959
5.86,0.093966
5.862,0.10017
5.864,0.10603
5.866,0.11031
5.868,0.11245
5.87,0.11287
5.872,0.11227
5.874,0.11084
5.876,0.10841
5.878,0.10502
5.88,0.101
5.882,0.096458
5.884,0.091071
5.886,0.084911
5.888,0.0789
5.89,0.074032
5.892,0.070474
5.894,0.067515
5.896,0.064135
5.898,0.059775
5.9,0.054573
5.902,0.049039
5.904,0.044034
5.906,0.040581
5.908,0.039092
5.91,0.039097
5.912,0.039737
5.914,0.040302
5.916,0.040404
5.918,0.039921
5.92,0.038981
5.922,0.038025
5.924,0.03767
5.926,0.038174
5.928,0.039102
5.93,0.039787
5.932,0.03997
5.934,0.039929
5.936,0.04015
5.938,0.040854
5.94,0.041738
5.942,0.042199
5.944,0.041995
5.946,0.041498
5.948,0.040944
5.95,0.039698
5.952,0.036531
5.954,0.030586
5.956,0.022053
5.958,0.012085
5.96,0.0022668
5.962,-0.0063406
5.964,-0.013731
5.966,-0.020547
5.968,-0.027414
5.97,-0.034455
5.972,-0.041255
5.974,-0.047153
5.976,-0.051636
5.978,-0.054392
5.98,-0.055239
5.982,-0.054227
5.984,-0.051676
5.986,-0.047863
5.988,-0.042791
5.99,-0.036465
5.992,-0.029352
5.994,-0.022211
5.996,-0.015272
5.998,-0.0078845
6,0.00061736
6.002,0.009893
6.004,0.01867
6.006,0.02584
6.008,0.031381
6.01,0.036292
6.012,0.041579
6.014,0.047198
6.016,0.0521
6.018,0.05525
6.02,0.056367
6.022,0.055739
6.024,0.053715
6.026,0.050578
6.028,0.046598
6.03,0.041628
6.032,0.034757
6.034,0.025214
6.036,0.013574
6.038,0.0014419
6.04,-0.0098895
6.042,-0.020084
6.044,-0.029206
6.046,-0.037152
6.048,-0.043889
6.05,-0.049879
6.052,-0.055933
6.054,-0.062344
6.056,-0.068235
6.058,-0.072317
6.06,-0.074345
6.062,-0.075303
6.064,-0.076255
6.066,-0.077319
6.068,-0.077801
6.07,-0.077075
6.072,-0.074859
6.074,-0.070905
6.076,-0.065128
6.078,-0.05801
6.08,-0.0504
6.082,-0.042805
6.084,-0.035209
6.086,-0.027837
6.088,-0.02161
6.09,-0.017399
6.092,-0.015019
6.094,-0.013414
6.096,-0.011671
6.098,-0.0094823
6.1,-0.0068145
6.102,-0.0036703
6.104,-0.00015323
6.106,0.003495
6.108,0.0069117
6.11,0.0097421
6.112,0.011813
6.114,0.013215
6.116,0.014073
6.118,0.014331
6.12,0.014004
6.122,0.013383
6.124,0.012576
6.126,0.011173
6.128,0.008714
6.13,0.0054006
6.132,0.002046
6.134,-0.00089303
6.136,-0.0038906
6.138,-0.0075671
6.14,-0.011542
6.142,-0.014658
6.144,-0.016443
6.146,-0.017728
6.148,-0.019747
6.15,-0.022883
6.152,-0.026475
6.154,-0.029858
6.156,-0.033233
6.158,-0.037314
6.16,-0.042467
6.162,-0.04847
6.164,-0.054753
6.166,-0.060731
6.168,-0.066127
6.17,-0.070967
6.172,-0.075502
6.174,-0.080096
6.176,-0.084942
6.178,-0.089941
6.18,-0.094682
6.182,-0.098545
6.184,-0.10124
6.186,-0.1032
6.188,-0.10502
6.19,-0.10665
6.192,-0.10733
6.194,-0.1066
6.196,-0.10488
6.198,-0.10296
6.2,-0.10114
6.202,-0.09901
6.204,-0.096167
6.206,-0.09266
6.208,-0.088825
6.21,-0.084926
6.212,-0.080911
6.214,-0.076356
6.216,-0.070541
6.218,-0.062969
6.22,-0.054102
6.222,-0.045239
6.224,-0.037506
6.226,-0.031138
6.228,-0.025584
6.23,-0.020197
6.232,-0.01471
6.234,-0.0090908
6.236,-0.0033483
6.238,0.0025115
6.24,0.0083462
6.242,0.013803
6.244,0.01855
6.246,0.022365
6.248,0.025075
6.25,0.026599
6.252,0.027131
6.254,0.027124
6.256,0.026993
6.258,0.026891
6.26,0.026737
6.262,0.026465
6.264,0.026278
6.266,0.026678
6.268,0.028127
6.27,0.030578
6.272,0.033404
6.274,0.036173
6.276,0.039388
6.278,0.04398
6.28,0.050172
6.282,0.057015
6.284,0.063227
6.286,0.068317
6.288,0.072621
6.29,0.07657
6.292,0.080246
6.294,0.083728
6.296,0.087349
6.298,0.091183
6.3,0.094631
6.302,0.096995
6.304,0.098331
6.306,0.099453
6.308,0.10125
6.31,0.10409
6.312,0.10766
6.314,0.11112
6.316,0.1138
6.318,0.11536
6.32,0.11542
6.322,0.11363
6.324,0.11017
6.326,0.10584
6.328,0.10152
6.33,0.097255
6.332,0.092258
6.334,0.085866
6.336,0.078292
6.338,0.070129
6.34,0.06162
6.342,0.052655
6.344,0.04327
6.346,0.033847
6.348,0.024793
6.35,0.016325
6.352,0.0084377
6.354,0.0010338
6.356,-0.0057469
6.358,-0.0115
6.36,-0.015969
6.362,-0.019508
6.364,-0.022823
6.366,-0.026435
6.368,-0.030635
6.37,-0.035435
6.372,-0.04017
6.374,-0.043681
6.376,-0.045324
6.378,-0.045439
6.38,-0.044877
6.382,-0.044361
6.384,-0.044216
6.386,-0.044447
6.388,-0.044867
6.39,-0.045114
6.392,-0.044637
6.394,-0.042858
6.396,-0.039482
6.398,-0.034683
6.4,-0.029086
6.402,-0.023636
6.404,-0.019109
6.406,-0.015505
6.408,-0.012148
6.41,-0.0085751
6.412,-0.0050104
6.414,-0.0017418
6.416,0.001542
6.418,0.0054182
6.42,0.010039
6.422,0.015035
6.424,0.019823
6.426,0.023937
6.428,0.027437
6.43,0.030834
6.432,0.034329
6.434,0.037424
6.436,0.039681
6.438,0.041576
6.44,0.044193
6.442,0.048096
6.444,0.052763
6.446,0.057191
6.448,0.060734
6.45,0.06332
6.452,0.065171
6.454,0.066394
6.456,0.06701
6.458,0.067305
6.46,0.067675
6.462,0.068217
6.464,0.068874
6.466,0.06967
6.468,0.070471
6.47,0.07058
6.472,0.068808
6.474,0.064312
6.476,0.05759
6.478,0.050358
6.48,0.04404
6.482,0.038502
6.484,0.032427
6.486,0.024894
6.488,0.016469
6.49,0.0087628
6.492,0.003108
6.494,-0.00046438
6.496,-0.0032999
6.498,-0.0068701
6.5,-0.011225
6.502,-0.01497
6.504,-0.016736
6.506,-0.016291
6.508,-0.014483
6.51,-0.012586
6.512,-0.01152
6.514,-0.011482
6.516,-0.012151
6.518,-0.012988
6.52,-0.01345
6.522,-0.013234
6.524,-0.012623
6.526,-0.012314
6.528,-0.012733
6.53,-0.013709
6.532,-0.014699
6.534,-0.015514
6.536,-0.016671
6.538,-0.018866
6.54,-0.022197
6.542,-0.026099
6.544,-0.030132
6.546,-0.034492
6.548,-0.039587
6.55,-0.045554
6.552,-0.052245
6.554,-0.059103
6.556,-0.065136
6.558,-0.069497
6.56,-0.072309
6.562,-0.074768
6.564,-0.078018
6.566,-0.081905
6.568,-0.085174
6.57,-0.086919
6.572,-0.08736
6.574,-0.087324
6.576,-0.087278
6.578,-0.086857
6.58,-0.085261
6.582,-0.082153
6.584,-0.078176
6.586,-0.074289
6.588,-0.070534
6.59,-0.065944
6.592,-0.059594
6.594,-0.051466
6.596,-0.04237
6.598,-0.033229
6.6,-0.024819
6.602,-0.017512
6.604,-0.010695
6.606,-0.0028764
6.608,0.0070818
6.61,0.018767
6.612,0.030628
6.614,0.041516
6.616,0.051521
6.618,0.061372
6.62,0.071458
6.622,0.081505
6.624,0.090912
6.626,0.099251
6.628,0.10635
6.63,0.11216
6.632,0.11688
6.634,0.12118
6.636,0.12592
6.638,0.1313
6.64,0.13643
6.642,0.13998
6.644,0.14152
6.646,0.1418
6.648,0.14193
6.65,0.14215
6.652,0.14146
6.654,0.13831
6.656,0.13191
6.658,0.12309
6.66,0.11362
6.662,0.10475
6.664,0.096579
6.666,0.088366
6.668,0.079265
6.67,0.069053
6.672,0.058592
6.674,0.049228
6.676,0.041745
6.678,0.03607
6.68,0.031714
6.682,0.028095
6.684,0.024448
6.686,0.020142
6.688,0.0152
6.69,0.010181
6.692,0.0056969
6.694,0.0020307
6.696,-0.0011735
6.698,-0.0047097
6.7,-0.0088697
6.702,-0.012848
6.704,-0.015435
6.706,-0.016211
6.708,-0.015911
6.71,-0.01583
6.712,-0.016902
6.714,-0.019031
6.716,-0.021155
6.718,-0.02216
6.72,-0.021694
6.722,-0.02006
6.724,-0.017974
6.726,-0.016293
6.728,-0.015469
6.73,-0.015374
6.732,-0.015602
6.734,-0.015845
6.736,-0.01601
6.738,-0.016095
6.74,-0.016035
6.742,-0.015717
6.744,-0.0152
6.746,-0.014961
6.748,-0.015836
6.75,-0.018484
6.752,-0.022677
6.754,-0.027201
6.756,-0.030719
6.758,-0.032777
6.76,-0.034025
6.762,-0.035534
6.764,-0.037838
6.766,-0.040759
6.768,-0.043952
6.77,-0.047334
6.772,-0.050759
6.774,-0.053641
6.776,-0.05537
6.778,-0.05617
6.78,-0.057064
6.782,-0.058559
6.784,-0.060143
6.786,-0.061242
6.788,-0.061973
6.79,-0.062993
6.792,-0.064828
6.794,-0.067448
6.796,-0.070209
6.798,-0.072241
6.8,-0.07312
6.802,-0.073099
6.804,-0.072757
6.806,-0.072556
6.808,-0.07262
6.81,-0.072737
6.812,-0.072473
6.814,-0.071306
6.816,-0.06872
6.818,-0.064259
6.82,-0.05782
6.822,-0.050279
6.824,-0.043289
6.826,-0.03799
6.828,-0.034241
6.83,-0.030979
6.832,-0.027168
6.834,-0.022563
6.836,-0.017852
6.838,-0.014044
6.84,-0.011687
6.842,-0.010602
6.844,-0.01022
6.846,-0.010125
6.848,-0.010185
6.85,-0.010558
6.852,-0.011545
6.854,-0.013001
6.856,-0.014326
6.858,-0.015306
6.86,-0.016516
6.862,-0.018728
6.864,-0.022042
6.866,-0.025796
6.868,-0.029413
6.87,-0.03298
6.872,-0.036779
6.874,-0.040668
6.876,-0.044263
6.878,-0.04735
6.88,-0.049708
6.882,-0.05089
6.884,-0.050583
6.886,-0.049046
6.888,-0.047055
6.89,-0.045262
6.892,-0.043512
6.894,-0.041039
6.896,-0.03733
6.898,-0.032565
6.9,-0.027206
6.902,-0.021609
6.904,-0.016089
6.906,-0.010862
6.908,-0.0057262
6.91,-0.0001755
6.912,0.0059864
6.914,0.012341
6.916,0.018226
6.918,0.023301
6.92,0.027704
6.922,0.031802
6.924,0.036093
6.926,0.041127
6.928,0.047159
6.93,0.053886
6.932,0.060462
6.934,0.065957
6.936,0.070236
6.938,0.074042
6.94,0.077896
6.942,0.081315
6.944,0.083498
6.946,0.084471
6.948,0.085232
6.95,0.086839
6.952,0.089432
6.954,0.092176
6.956,0.094135
6.958,0.09517
6.96,0.096078
6.962,0.097905
6.964,0.10121
6.966,0.10558
6.968,0.10977
6.97,0.11267
6.972,0.11406
6.974,0.1143
6.976,0.11352
6.978,0.11141
6.98,0.10787
6.982,0.10363
6.984,0.099756
6.986,0.096543
6.988,0.093365
6.99,0.089588
6.992,0.08501
6.994,0.079602
6.996,0.073599
6.998,0.067678
7,0.062584
7.002,0.05869
7.004,0.055685
7.006,0.052698
7.008,0.04904
7.01,0.044676
7.012,0.039791
7.014,0.034235
7.016,0.027653
7.018,0.019902
7.02,0.011292
7.022,0.0024395
7.024,-0.0062444
7.026,-0.014884
7.028,-0.023653
7.03,-0.032284
7.032,-0.040357
7.034,-0.047557
7.036,-0.053595
7.038,-0.058087
7.04,-0.061055
7.042,-0.063444
7.044,-0.066579
7.046,-0.071186
7.048,-0.076797
7.05,-0.081964
7.052,-0.085304
7.054,-0.086699
7.056,-0.087361
7.058,-0.08869
7.06,-0.091132
7.062,-0.094051
7.064,-0.096551
7.066,-0.098281
7.068,-0.099468
7.07,-0.10038
7.072,-0.1011
7.074,-0.10157
7.076,-0.10153
7.078,-0.1006
7.08,-0.098542
7.082,-0.095606
7.084,-0.092315
7.086,-0.08893
7.088,-0.085236
7.09,-0.081009
7.092,-0.076758
7.094,-0.073607
7.096,-0.072173
7.098,-0.071973
7.1,-0.07187
7.102,-0.070868
7.104,-0.068537
7.106,-0.064842
7.108,-0.059911
7.11,-0.054343
7.112,-0.049322
7.114,-0.045923
7.116,-0.044342
7.118,-0.043646
7.12,-0.042291
7.122,-0.039064
7.124,-0.033726
7.126,-0.027113
7.128,-0.020758
7.13,-0.015863
7.132,-0.012373
7.134,-0.0093375
7.136,-0.0058871
7.138,-0.0017195
7.14,0.0030464
7.142,0.0083119
7.144,0.014064
7.146,0.019979
7.148,0.025383
7.15,0.02973
7.152,0.032887
7.154,0.034946
7.156,0.035948
7.158,0.035723
7.16,0.03413
7.162,0.031657
7.164,0.029386
7.166,0.027882
7.168,0.02657
7.17,0.024419
7.172,0.021044
7.174,0.01698
7.176,0.012878
7.178,0.0088993
7.18,0.0051444
7.182,0.0021409
7.184,0.00029612
7.186,-0.00091472
7.188,-0.0027162
7.19,-0.005866
7.192,-0.0098503
7.194,-0.013569
7.196,-0.016797
7.198,-0.020395
7.2,-0.025138
7.202,-0.030881
7.204,-0.036768
7.206,-0.041745
7.208,-0.045063
7.21,-0.046579
7.212,-0.046611
7.214,-0.045804
7.216,-0.044963
7.218,-0.04451
7.22,-0.044126
7.222,-0.043123
7.224,-0.041218
7.226,-0.038984
7.228,-0.037347
7.23,-0.036525
7.232,-0.035669
7.234,-0.033598
7.236,-0.029873
7.238,-0.025144
7.24,-0.020504
7.242,-0.016682
7.244,-0.013748
7.246,-0.01112
7.248,-0.0077604
7.25,-0.0026955
7.252,0.0041044
7.254,0.011488
7.256,0.018137
7.258,0.02362
7.26,0.028338
7.262,0.03268
7.264,0.036543
7.266,0.03948
7.268,0.041107
7.27,0.04154
7.272,0.041404
7.274,0.041423
7.276,0.041963
7.278,0.042851
7.28,0.043619
7.282,0.044076
7.284,0.044478
7.286,0.044924
7.288,0.045074
7.29,0.044568
7.292,0.043438
7.294,0.042169
7.296,0.041239
7.298,0.040761
7.3,0.040657
7.302,0.04099
7.304,0.042001
7.306,0.043788
7.308,0.04603
7.31,0.048242
7.312,0.050294
7.314,0.052337
7.316,0.054339
7.318,0.056144
7.32,0.058015
7.322,0.060452
7.324,0.063401
7.326,0.066446
7.328,0.06958
7.33,0.073322
7.332,0.077869
7.334,0.082326
7.336,0.08511
7.338,0.085015
7.34,0.081979
7.342,0.077268
7.344,0.072884
7.346,0.070263
7.348,0.06928
7.35,0.068606
7.352,0.066999
7.354,0.064288
7.356,0.061174
7.358,0.058179
7.36,0.055172
7.362,0.051854
7.364,0.047977
7.366,0.043221
7.368,0.037355
7.37,0.030626
7.372,0.02385
7.374,0.017884
7.376,0.012905
7.378,0.008136
7.38,0.0025849
7.382,-0.0040755
7.384,-0.011472
7.386,-0.018986
7.388,-0.026216
7.39,-0.033092
7.392,-0.039775
7.394,-0.046488
7.396,-0.053339
7.398,-0.060082
7.4,-0.066315
7.402,-0.071905
7.404,-0.0769
7.406,-0.081273
7.408,-0.085144
7.41,-0.089194
7.412,-0.094227
7.414,-0.10029
7.416,-0.10663
7.418,-0.11248
7.42,-0.1177
7.422,-0.12257
7.424,-0.12711
7.426,-0.131
7.428,-0.13407
7.43,-0.13652
7.432,-0.13883
7.434,-0.14126
7.436,-0.14351
7.438,-0.14502
7.44,-0.1454
7.442,-0.1449
7.444,-0.14428
7.446,-0.14402
7.448,-0.14362
7.45,-0.14195
7.452,-0.13838
7.454,-0.13356
7.456,-0.12896
7.458,-0.12527
7.46,-0.12145
7.462,-0.11557
7.464,-0.10684
7.466,-0.09672
7.468,-0.087716
7.47,-0.081139
7.472,-0.076224
7.474,-0.071172
7.476,-0.064924
7.478,-0.057933
7.48,-0.051534
7.482,-0.046714
7.484,-0.043284
7.486,-0.040163
7.488,-0.036525
7.49,-0.032458
7.492,-0.028382
7.494,-0.024251
7.496,-0.019596
7.498,-0.014228
7.5,-0.0087719
7.502,-0.0041999
7.504,-0.00077944
7.506,0.0022322
7.508,0.0056578
7.51,0.0094112
7.512,0.012647
7.514,0.014879
7.516,0.016698
7.518,0.018994
7.52,0.021938
7.522,0.025019
7.524,0.027716
7.526,0.03002
7.528,0.032344
7.53,0.035233
7.532,0.039224
7.534,0.044602
7.536,0.05104
7.538,0.057587
7.54,0.063512
7.542,0.069112
7.544,0.075233
7.546,0.082057
7.548,0.088651
7.55,0.093805
7.552,0.096946
7.554,0.098322
7.556,0.098793
7.558,0.099407
7.56,0.10095
7.562,0.10371
7.564,0.10717
7.566,0.10989
7.568,0.11041
7.57,0.10852
7.572,0.10541
7.574,0.10254
7.576,0.10066
7.578,0.099668
7.58,0.09917
7.582,0.098658
7.584,0.097586
7.586,0.095732
7.588,0.093541
7.59,0.091868
7.592,0.091206
7.594,0.091285
7.596,0.091337
7.598,0.090687
7.6,0.089236
7.602,0.087468
7.604,0.085819
7.606,0.083998
7.608,0.081235
7.61,0.07727
7.612,0.072814
7.614,0.068807
7.616,0.065398
7.618,0.061818
7.62,0.057211
7.622,0.051675
7.624,0.046184
7.626,0.04119
7.628,0.035914
7.63,0.029351
7.632,0.02146
7.634,0.01312
7.636,0.0054161
7.638,-0.00092949
7.64,-0.0058257
7.642,-0.0098322
7.644,-0.013794
7.646,-0.018199
7.648,-0.022766
7.65,-0.026591
7.652,-0.02895
7.654,-0.030001
7.656,-0.030532
7.658,-0.031115
7.66,-0.03161
7.662,-0.031479
7.664,-0.030314
7.666,-0.027894
7.668,-0.02419
7.67,-0.019578
7.672,-0.014923
7.674,-0.01124
7.676,-0.0088068
7.678,-0.0066198
7.68,-0.0031832
7.682,0.0020214
7.684,0.0079823
7.686,0.012971
7.688,0.015717
7.69,0.016265
7.692,0.01582
7.694,0.015571
7.696,0.015869
7.698,0.016184
7.7,0.015331
7.702,0.012346
7.704,0.0074898
7.706,0.0020001
7.708,-0.0030215
7.71,-0.0071816
7.712,-0.010484
7.714,-0.012931
7.716,-0.014609
7.718,-0.016033
7.72,-0.017971
7.722,-0.020765
7.724,-0.024001
7.726,-0.026898
7.728,-0.028975
7.73,-0.030423
7.732,-0.031776
7.734,-0.033333
7.736,-0.035092
7.738,-0.037111
7.74,-0.039422
7.742,-0.041631
7.744,-0.04308
7.746,-0.043653
7.748,-0.044167
7.75,-0.045829
7.752,-0.049228
7.754,-0.053696
7.756,-0.057502
7.758,-0.058787
7.76,-0.056863
7.762,-0.052697
7.764,-0.048108
7.766,-0.044627
7.768,-0.042608
7.77,-0.041315
7.772,-0.039697
7.774,-0.036862
7.776,-0.032179
7.778,-0.02568
7.78,-0.018349
7.782,-0.011665
7.784,-0.0066878
7.786,-0.0032164
7.788,0.00010718
7.79,0.0046809
7.792,0.010613
7.794,0.016597
7.796,0.021284
7.798,0.024357
7.8,0.026191
7.802,0.027153
7.804,0.027514
7.806,0.027611
7.808,0.027804
7.81,0.028281
7.812,0.028938
7.814,0.029534
7.816,0.030081
7.818,0.030871
7.82,0.031855
7.822,0.032451
7.824,0.032117
7.826,0.030733
7.828,0.02861
7.83,0.026477
7.832,0.025105
7.834,0.024735
7.836,0.024998
7.838,0.02545
7.84,0.025783
7.842,0.02567
7.844,0.024926
7.846,0.023644
7.848,0.022154
7.85,0.02102
7.852,0.020714
7.854,0.021255
7.856,0.022175
7.858,0.022868
7.86,0.023142
7.862,0.023361
7.864,0.023859
7.866,0.024546
7.868,0.025116
7.87,0.025376
7.872,0.025536
7.874,0.025956
7.876,0.026682
7.878,0.027555
7.88,0.028476
7.882,0.029356
7.884,0.030006
7.886,0.030296
7.888,0.030278
7.89,0.029921
7.892,0.029178
7.894,0.028303
7.896,0.027671
7.898,0.027434
7.9,0.02748
7.902,0.027606
7.904,0.027683
7.906,0.027698
7.908,0.027697
7.91,0.027704
7.912,0.027693
7.914,0.027617
7.916,0.027486
7.918,0.027423
7.92,0.027606
7.922,0.028065
7.924,0.028429
7.926,0.027881
7.928,0.025528
7.93,0.021059
7.932,0.015103
7.934,0.0088681
7.936,0.0035028
7.938,-0.00048557
7.94,-0.0035381
7.942,-0.0065028
7.944,-0.0097551
7.946,-0.012931
7.948,-0.015321
7.95,-0.016467
7.952,-0.016309
7.954,-0.014995
7.956,-0.01285
7.958,-0.01046
7.96,-0.0084124
7.962,-0.006824
7.964,-0.0053986
7.966,-0.003968
7.968,-0.0027187
7.97,-0.0019314
7.972,-0.0016132
7.974,-0.0014429
7.976,-0.0013048
7.978,-0.0014337
7.98,-0.002052
7.982,-0.0031659
7.984,-0.0047229
7.986,-0.0066981
7.988,-0.0088635
7.99,-0.010854
7.992,-0.01252
7.994,-0.013972
7.996,-0.015272
7.998,-0.016471
8,-0.017869
8.002,-0.02002
8.004,-0.023264
8.006,-0.027063
8.008,-0.030246
8.01,-0.031976
8.012,-0.032359
8.014,-0.032161
8.016,-0.031932
8.018,-0.031779
8.02,-0.031889
8.022,-0.03279
8.024,-0.035009
8.026,-0.038371
8.028,-0.041786
8.03,-0.043842
8.032,-0.043768
8.034,-0.041936
8.036,-0.039551
8.038,-0.037742
8.04,-0.036761
8.042,-0.036113
8.044,-0.03504
8.046,-0.032756
8.048,-0.029078
8.05,-0.024844
8.052,-0.02125
8.054,-0.018891
8.056,-0.017498
8.058,-0.016503
8.06,-0.015785
8.062,-0.015639
8.064,-0.016211
8.066,-0.017121
8.068,-0.017621
8.07,-0.01727
8.072,-0.016372
8.074,-0.015561
8.076,-0.015184
8.078,-0.015176
8.08,-0.015297
8.082,-0.015398
8.084,-0.015496
8.086,-0.015648
8.088,-0.015775
8.09,-0.015594
8.092,-0.014767
8.094,-0.013182
8.096,-0.011038
8.098,-0.008456
8.1,-0.0050622
8.102,-0.00032501
8.104,0.005739
8.106,0.012472
8.108,0.019088
8.11,0.025167
8.112,0.030703
8.114,0.035971
8.116,0.041481
8.118,0.047657
8.12,0.054377
8.122,0.060739
8.124,0.065455
8.126,0.067931
8.128,0.068722
8.13,0.068988
8.132,0.069916
8.134,0.072259
8.136,0.075849
8.138,0.079551
8.14,0.081844
8.142,0.081614
8.144,0.078723
8.146,0.074091
8.148,0.069191
8.15,0.064989
8.152,0.061334
8.154,0.057303
8.156,0.05213
8.158,0.045928
8.16,0.039617
8.162,0.034202
8.164,0.030209
8.166,0.027422
8.168,0.025046
8.17,0.022396
8.172,0.019391
8.174,0.016296
8.176,0.013186
8.178,0.0097651
8.18,0.0059142
8.182,0.0021445
8.184,-0.00082721
8.186,-0.0027605
8.188,-0.0039544
8.19,-0.0049053
8.192,-0.0059286
8.194,-0.0069074
8.196,-0.0075534
8.198,-0.0077721
8.2,-0.0076993
8.202,-0.0075385
8.204,-0.0074258
8.206,-0.0074095
8.208,-0.0074877
8.21,-0.0076254
8.212,-0.0077325
8.214,-0.007667
8.216,-0.0073402
8.218,-0.0069084
8.22,-0.0068866
8.222,-0.0079466
8.224,-0.010365
8.226,-0.013531
8.228,-0.016199
8.23,-0.017518
8.232,-0.017845
8.234,-0.018466
8.236,-0.020331
8.238,-0.023267
8.24,-0.026432
8.242,-0.029196
8.244,-0.031629
8.246,-0.034207
8.248,-0.037328
8.25,-0.0412
8.252,-0.045885
8.254,-0.051262
8.256,-0.056883
8.258,-0.062168
8.26,-0.066834
8.262,-0.070934
8.264,-0.074482
8.266,-0.077236
8.268,-0.078875
8.27,-0.079401
8.272,-0.079256
8.274,-0.079039
8.276,-0.079139
8.278,-0.079494
8.28,-0.079582
8.282,-0.078685
8.284,-0.076386
8.286,-0.072917
8.288,-0.06885
8.29,-0.064268
8.292,-0.05862
8.294,-0.051783
8.296,-0.044776
8.298,-0.038915
8.3,-0.034467
8.302,-0.030373
8.304,-0.02532
8.306,-0.01914
8.308,-0.013196
8.31,-0.0090512
8.312,-0.0066771
8.314,-0.0043875
8.316,-0.00042414
8.318,0.0056018
8.32,0.012636
8.322,0.019115
8.324,0.02391
8.326,0.026666
8.328,0.027654
8.33,0.027646
8.332,0.027679
8.334,0.028564
8.336,0.030369
8.338,0.032303
8.34,0.033365
8.342,0.033337
8.344,0.032965
8.346,0.033086
8.348,0.033784
8.35,0.034581
8.352,0.035041
8.354,0.035051
8.356,0.034756
8.358,0.03444
8.36,0.034446
8.362,0.035069
8.364,0.036363
8.366,0.037982
8.368,0.039297
8.37,0.039691
8.372,0.038839
8.374,0.037114
8.376,0.03546
8.378,0.034594
8.38,0.034509
8.382,0.034643
8.384,0.034389
8.386,0.033495
8.388,0.032134
8.39,0.030627
8.392,0.029237
8.394,0.028257
8.396,0.027873
8.398,0.027952
8.4,0.028087
8.402,0.027848
8.404,0.027101
8.406,0.026193
8.408,0.025763
8.41,0.02613
8.412,0.026934
8.414,0.027615
8.416,0.028003
8.418,0.028315
8.42,0.028681
8.422,0.028718
8.424,0.027614
8.426,0.024809
8.428,0.020757
8.43,0.01683
8.432,0.014114
8.434,0.012351
8.436,0.010269
8.438,0.0068625
8.44,0.0022025
8.442,-0.0028713
8.444,-0.0074186
8.446,-0.010795
8.448,-0.0129
8.45,-0.014015
8.452,-0.01437
8.454,-0.014289
8.456,-0.01456
8.458,-0.016214
8.46,-0.019703
8.462,-0.024233
8.464,-0.028202
8.466,-0.030472
8.468,-0.031
8.47,-0.030618
8.472,-0.030676
8.474,-0.032444
8.476,-0.036065
8.478,-0.040219
8.48,-0.043235
8.482,-0.044428
8.484,-0.044326
8.486,-0.04393
8.488,-0.043927
8.49,-0.044452
8.492,-0.045376
8.494,-0.046743
8.496,-0.048677
8.498,-0.050716
8.5,-0.051917
8.502,-0.051743
8.504,-0.05033
8.506,-0.048216
8.508,-0.046074
8.51,-0.044342
8.512,-0.042857
8.514,-0.041061
8.516,-0.038642
8.518,-0.035795
8.52,-0.032989
8.522,-0.03078
8.524,-0.029565
8.526,-0.029119
8.528,-0.02855
8.53,-0.026901
8.532,-0.023909
8.534,-0.020234
8.536,-0.017011
8.538,-0.015147
8.54,-0.014762
8.542,-0.015183
8.544,-0.015407
8.546,-0.014663
8.548,-0.012823
8.55,-0.010436
8.552,-0.0081907
8.554,-0.0062609
8.556,-0.0044022
8.558,-0.0025852
8.56,-0.0011596
8.562,-0.0003651
8.564,-3.72E-05
8.566,0.00012207
8.568,0.00010108
8.57,-0.00055625
8.572,-0.0023981
8.574,-0.0054972
8.576,-0.0092376
8.578,-0.012663
8.58,-0.015027
8.582,-0.01614
8.584,-0.016144
8.586,-0.015055
8.588,-0.012737
8.59,-0.0093187
8.592,-0.0054307
8.594,-0.0019256
8.596,0.00063144
8.598,0.0023976
8.6,0.0042356
8.602,0.0070364
8.604,0.010865
8.606,0.015006
8.608,0.018703
8.61,0.021679
8.612,0.024125
8.614,0.02619
8.616,0.027681
8.618,0.028338
8.62,0.028112
8.622,0.027126
8.624,0.025497
8.626,0.023213
8.628,0.020329
8.63,0.017264
8.632,0.014396
8.634,0.011509
8.636,0.0082134
8.638,0.0047378
8.64,0.001691
8.642,-0.00098127
8.644,-0.0040605
8.646,-0.0079313
8.648,-0.011852
8.65,-0.014616
8.652,-0.01571
8.654,-0.015609
8.656,-0.015201
8.658,-0.015088
8.66,-0.015258
8.662,-0.015212
8.664,-0.01439
8.666,-0.012653
8.668,-0.010436
8.67,-0.008294
8.672,-0.0062834
8.674,-0.0041309
8.676,-0.0019822
8.678,-0.00058734
8.68,-0.00056879
8.682,-0.0016218
8.684,-0.0024032
8.686,-0.0013362
8.688,0.0019858
8.69,0.0061277
8.692,0.0090803
8.694,0.010097
8.696,0.0099918
8.698,0.0099885
8.7,0.010366
8.702,0.010382
8.704,0.0093592
8.706,0.0073016
8.708,0.0045547
8.71,0.0014534
8.712,-0.0017924
8.714,-0.0051967
8.716,-0.0089829
8.718,-0.013416
8.72,-0.018532
8.722,-0.024028
8.724,-0.029438
8.726,-0.0344
8.728,-0.038533
8.73,-0.041622
8.732,-0.044244
