t [s],a_x [m/s^2]
14.416,0.0032122
14.418,0.0030634
14.42,0.0028792
14.422,0.0027698
14.424,0.0027654
14.426,0.002839
14.428,0.0029446
14.43,0.0030338
14.432,0.0031024
14.434,0.0032108
14.436,0.0034284
14.438,0.003753
14.44,0.0040907
14.442,0.0043241
14.444,0.0044061
14.446,0.0043974
14.448,0.0043913
14.45,0.0044164
14.452,0.0044429
14.454,0.0044398
14.456,0.004403
14.458,0.0043485
14.46,0.0042948
14.462,0.0042515
14.464,0.0042178
14.466,0.0041849
14.468,0.0041387
14.47,0.004065
14.472,0.0039541
14.474,0.0038003
14.476,0.0035961
14.478,0.0033447
14.48,0.003087
14.482,0.0028785
14.484,0.002746
14.486,0.0026907
14.488,0.0027105
14.49,0.0027863
14.492,0.0028593
14.494,0.0028576
14.496,0.0027459
14.498,0.002554
14.5,0.0023596
14.502,0.0022357
14.504,0.0022028
14.506,0.0022203
14.508,0.0022337
14.51,0.0022258
14.512,0.002212
14.514,0.0022106
14.516,0.0022285
14.518,0.002264
14.52,0.0023125
14.522,0.0023687
14.524,0.0024305
14.526,0.0025061
14.528,0.0026086
14.53,0.0027324
14.532,0.0028468
14.534,0.0029177
14.536,0.0029342
14.538,0.0029127
14.54,0.0028814
14.542,0.0028631
14.544,0.0028666
14.546,0.0028869
14.548,0.0029121
14.55,0.0029351
14.552,0.0029581
14.554,0.0029825
14.556,0.0030053
14.558,0.0030224
14.56,0.0030325
14.562,0.0030364
14.564,0.00303
14.566,0.0030075
14.568,0.0029695
14.57,0.0029228
14.572,0.0028762
14.574,0.0028378
14.576,0.0028116
14.578,0.0027959
14.58,0.0027838
14.582,0.0027692
14.584,0.0027508
14.586,0.0027285
14.588,0.0027032
14.59,0.0026774
14.592,0.0026518
14.594,0.0026266
14.596,0.0026007
14.598,0.0025697
14.6,0.0025283
14.602,0.002475
14.604,0.0024128
14.606,0.0023481
14.608,0.0022867
14.61,0.0022279
14.612,0.002165
14.614,0.0020941
14.616,0.0020211
14.618,0.001957
14.62,0.0019051
14.622,0.0018601
14.624,0.0018182
14.626,0.0017795
14.628,0.0017449
14.63,0.0017139
14.632,0.0016834
14.634,0.0016487
14.636,0.0016069
14.638,0.0015596
14.64,0.0015135
14.642,0.0014747
14.644,0.0014434
14.646,0.0014163
14.648,0.0013919
14.65,0.0013704
14.652,0.0013511
14.654,0.0013324
14.656,0.0013115
14.658,0.0012865
14.66,0.0012579
14.662,0.0012276
14.664,0.0011976
14.666,0.0011686
14.668,0.0011404
14.67,0.0011124
14.672,0.0010843
14.674,0.0010563
14.676,0.0010291
14.678,0.0010029
14.68,0.00097744
14.682,0.00095104
14.684,0.00092167
14.686,0.00088846
14.688,0.0008531
14.69,0.000819
14.692,0.00078859
14.694,0.00076141
14.696,0.00073467
14.698,0.0007063
14.7,0.00067762
14.702,0.00065207
14.704,0.00063147
14.706,0.00061445
14.708,0.00059796
14.71,0.00057989
14.712,0.00056039
14.714,0.00054144
14.716,0.00052466
14.718,0.00050951
14.72,0.00049408
14.722,0.00047726
14.724,0.0004596
14.726,0.00044246
14.728,0.00042678
14.73,0.0004123
14.732,0.00039783
14.734,0.00038248
14.736,0.00036618
14.738,0.00034938
14.74,0.00033255
14.742,0.00031596
14.744,0.00029981
14.746,0.00028423
14.748,0.00026925
14.75,0.00025465
14.752,0.00024003
14.754,0.00022512
14.756,0.00020994
14.758,0.00019473
14.76,0.0001797
14.762,0.00016482
14.764,0.00014985
14.766,0.00013465
14.768,0.00011931
14.77,0.0001041
14.772,8.93E-05
14.774,7.50E-05
14.776,6.10E-05
14.778,4.72E-05
14.78,3.35E-05
14.782,2.00E-05
14.784,6.75E-06
14.786,-6.17E-06
14.788,-1.88E-05
14.79,-3.12E-05
14.792,-4.33E-05
14.794,-5.51E-05
14.796,-6.66E-05
14.798,-7.77E-05
14.8,-8.84E-05
